Sentence#,Word,Tag;
,организациям,O;
,Партнерам,O;
,Вакансии,O;
,О,O;
,банке,O;
,Сбербанк,B-ORG;
,заключил,O;
,соглашение,B-LAW;
,с,O;
,Coursera,B-ORG;
69,Арендатор,B-PER;
,судна,O;
,компания А,B-ORG;
,заключил,O;
,договор,B-LAW;
,с,O;
,компанией,O;
,Б,B-ORG;
,на,O;
,оказание,O;
,услуг,O;
,по,O;
,управлению,O;
,судном,O;
70,Альметьевский,O;
,трубный,O;
,завод,O;
,ОАО,B-ORG;
,АТЗ,I-ORG;
,Республика,B-GPE;
,Татарстан,I-GPE;
,входит,O;
,в,O;
,состав,O;
,Объединенной,O;
,металлургической,O;
,компании,O;
,ЗАО,B-ORG;
,ОМК,I-ORG;
,подвёл,O;
,итоги,O;
,производственной,O;
,деятельности,O;
,за,O;
,март,O;
,и,O;
,1,O;
,квартал,O;
,2011 г,B-DATE;
,ОАО,B-ORG;
,Челябинский,I-ORG;
,трубопрокатный,I-ORG;
,завод,I-ORG;
,ОАО,I-ORG;
,ЧТПЗ,I-ORG;
,ведущий,O;
,российский,O;
,производитель,O;
,трубной,O;
,продукции,O;
,поставщик,O;
,интегрированных,O;
,решений,O;
,для,O;
,нефтяных,O;
,и,O;
,газовых,O;
,компаний,O;
,России,B-GPE;
,объявил,O;
,консолидированные,O;
,финансовые,O;
,результаты,O;
,за,O;
,год,B-DATE;
,закончившийся,O;
,31 декабря 2010,B-DATE;
,В,O;
,работе,O;
,совещания,O;
,приняли,O;
,участие,O;
,члены,O;
,Правления,O;
,ОАО,B-ORG;
,Газпром,I-ORG;
,руководители,O;
,профильных,O;
,подразделений,O;
,компании,O;
,ряда,O;
,ее,O;
,дочерних,O;
,обществ,O;
,Председатель,B-PER;
,координационного,O;
,совета,O;
,Ассоциации,O;
,производителей,O;
,труб,O;
,Иван,B-PER;
,Шабалов,I-PER;
,Председатель,B-PER;
,Совета,O;
,директоров,O;
,ЗАО,B-ORG;
,Объединение,I-ORG;
71,Между,O;
,тем,O;
,судом,O;
,допущена,O;
,ошибка,O;
,при,O;
,решении,O;
,вопроса,O;
,об,O;
,обращении,O;
,взыскания,O;
,на,O;
,заложенное,O;
,имущество,O;
,в,O;
,связи,O;
,чем,O;
,судебная,O;
,коллегия,O;
,решение,B-LAW;
,суда,I-LAW;
,отменила,O;
,в,O;
,части,O;
,отказа,O;
,в,O;
,удовлетворении,O;
,требований,O;
,об,O;
,обращении,O;
,взыскания,O;
,на,O;
,заложенную,O;
,по,O;
,договору,B-LAW;
,ипотеки,O;
,турбазу,O;
,Б,B-ORG;
,доли,O;
,ООО,B-ORG;
,Л,I-ORG;
,и,O;
,Р. О. Н.,B-ORG;
,в,O;
,уставном,O;
,капитале,O;
,ООО,B-ORG;
,Б,I-ORG;
,имущественные,O;
,права,O;
,ООО,B-ORG;
,Б,I-ORG;
,по,O;
,договорам,B-LAW;
,поставки,O;
,заключенным,O;
,с,O;
,ЗАО,B-ORG;
,Би Би энд Би,I-ORG;
,и,O;
,ИП,B-ORG;
,М. В. В,I-ORG;
,и,O;
,имущество,O;
,оборудование,O;
,для,O;
,боулинга,O;
,бильярдные,O;
,столы,O;
,поставленное,O;
,в,O;
,собственность,O;
,ООО,B-ORG;
,Б,I-ORG;
,по,O;
,указанным,O;
,договорам,B-LAW;
,поставки,O;
,с,O;
,вынесением,O;
,нового,O;
,решения,O;
,об,O;
,удовлетворении,O;
,исковых,B-LAW;
,требований,I-LAW;
,в,O;
,указанной,O;
",части.."",O";
"72,""По,O";
,словам,O;
,Нодири,B-PER;
,в,O;
,рамках,O;
,Проекта,B-LAW;
,было,O;
,закуплено,O;
,компьютерное,O;
,оборудование,O;
,для,O;
,секторов,O;
,ЗАГС,B-ORG;
,среди,O;
,сотрудников,O;
,проведены,O;
,обучающие,O;
",тренинги."",O";
"73,""Балтийский,B-ORG";
,завод,I-ORG;
,подписал,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
,с,O;
,Жатайской,B-ORG;
",судоверфью."",I-ORG";
",""Агентство,O";
,Бизнес,O;
,Информации,O;
,(ABIREG.RU),B-ORG;
74,Белгородский,B-GPE;
,холдинг,O;
",""Авида"",B-ORG";
,заключил,O;
,договор,B-LAW;
,с,O;
,компанией,O;
",""Петропак"",B-ORG";
,по,O;
,открытию,O;
,новой,O;
,линии,O;
,по,O;
,разливу,O;
,молока,B-PRODUCT;
,в,O;
,упаковку,O;
,которая,O;
,будет,O;
,оборудована,O;
",крышкой."",O";
74,«Алроса»,B-ORG;
,лидер,O;
,алмазодобывающей,B-FAC;
,промышленности,I-FAC;
,мира.,B-LOC;
,На,O;
,ее,O;
,долю,O;
,приходится,O;
,четверть,O;
,всех,O;
,добываемых,O;
,в,O;
,мире,B-LOC;
,алмазов.,B-PRODUCT;
,Вторая,O;
,крупнейшая,O;
,компания,B-ORG;
,De,I-ORG;
,Beers,I-ORG;
,на,O;
,нее,O;
,приходится,O;
,примерно,O;
,20%.,O;
75,Подмосковный,B-GPE;
,губернатор,B-PER;
,Андрей,B-PER;
,Воробьев,I-PER;
,подписал,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
,с,O;
,японской,B-NORP;
,компанией,B-ORG;
",""Хино,I-ORG";
",Моторс"",I-ORG";
,и,O;
,запустил,O;
,строительство,O;
,завода,B-FAC;
,по,O;
,выпуску,O;
,грузовиков,B-PRODUCT;
,этой,O;
,марки.,O;
76,Президент,B-PER;
,Владимир,B-PER;
,Путин,I-PER;
,подписал,O;
,закон,B-LAW;
,который,O;
,привел,O;
,к,O;
,приостановке,O;
,отгрузки,O;
,шампанского,B-PRODUCT;
,от,O;
,Moet,B-ORG;
,в,O;
,Россию.,B-LOC;
,Документ,I-LAW;
,опубликован,O;
,на,O;
,портале,O;
,правовой,O;
,информации.,O;
77,На,O;
,выставке,B-EVENT;
,«Экспо-2020»,I-EVENT;
,в,O;
,Дубае,B-LOC;
,международная,B-NORP;
,исследовательская,O;
,организация,B-ORG;
,UBI,I-ORG;
,Global,I-ORG;
,представила,O;
,отчет,O;
,Triumph,B-WORK OF ART;
,of,I-WORK OF ART;
,Innovation,I-WORK OF ART;
,посвященный,O;
,влиянию,O;
,пандемии,O;
,на,O;
,мир,B-LOC;
,корпоративных,O;
,инноваций.,O;
78,Компания,B-ORG;
,Global,I-ORG;
,Venture,I-ORG;
,Alliance,I-ORG;
,(GVA),I-ORG;
,основанная,O;
,в,O;
,2010 году,B-DATE;
,Магомедом,B-PER;
,Мусаевым,I-PER;
,была,O;
,признана,O;
,самым,O;
,успешным,O;
,акселератором,O;
,среди,O;
,участвовавших,O;
,в,O;
,исследовании,O;
,и,O;
,награждена,O;
,за,O;
,вклад,O;
,в,O;
,развитие,O;
,мировой,B-GPE;
,системы,O;
,инноваций,O;
,во,O;
,время,O;
,пандемии.,O;
79,«Вымпелком»,B-ORG;
,объявил,O;
,о,O;
,покупке,O;
,провайдера,B-PRODUCT;
,облачных,O;
,сервисов,O;
,IBS,B-ORG;
,DataFort,I-ORG;
,дочерней,O;
,компании,B-ORG;
,IBS.,I-ORG;
,Стороны,O;
,получили,O;
,все,O;
,необходимые,O;
,регуляторные,O;
,одобрения,O;
,говорится,O;
,в,O;
,сообщении,O;
,оператора.,O;
80,Новое,O;
,правительство,B-PER;
,ФРГ,B-GPE;
,во,O;
,главе,O;
,с,O;
,социал-демократом,B-PER;
,Олафом,B-PER;
,Шольцем,I-PER;
,займет,O;
,сугубо,O;
,прагматичную,O;
,позицию,O;
,в,O;
,отношении,O;
,энергетического,O;
,сотрудничества,O;
,с,O;
,Россией.,B-GPE;
81,ABIREG.RU,B-ORG;
,Воронежская,B-GPE;
,лизинговая,O;
,компания,B-ORG;
,\Ильюшин,I-ORG;
,Финанс,I-ORG;
",Ко\"",I-ORG";
,и,O;
,ОАО,B-ORG;
",\""Гражданские,I-ORG";
,самолеты,I-ORG;
",Сухого\"",I-ORG";
,заключили,O;
,два,O;
,твердых,O;
,контракта,B-LAW;
,на,O;
,поставку,O;
,20,O;
,самолетов,B-PRODUCT;
,Sukhoi,I-PRODUCT;
,Superjet,I-PRODUCT;
,100,I-PRODUCT;
,сообщили,O;
,в,O;
",компании."",B-ORG";
82,В,O;
,свою,O;
,очередь,O;
,гендиректор,B-PER;
,ООО,B-ORG;
",\МедСофт\"",I-ORG";
,Алексей,B-PER;
,Мигита,I-PER;
,пояснил,O;
,что,O;
,при,O;
,заходе,O;
,в,O;
,Воронежскую область,B-GPE;
,перед,O;
,ними,O;
",\""не,O";
,стояла,O;
,задача,O;
,заменить,O;
,махом,O;
,все,O;
,имеющиеся,O;
",МИС\""."",B-PRODUCT";
,Напомним,O;
,в,O;
,середине,O;
,марта,B-DATE;
,прошли,O;
,торги,B-EVENT;
,по,O;
,продаже,O;
,производственного,O;
,комплекса,O;
,ЗАО,B-ORG;
",\Воронежтелекабель\"",I-ORG";
",(\"" дочка\"" ОАО \""Связьстрой-1\""),I-ORG";
,расположенного,O;
,по,O;
,адресу:,O;
,ул.,O;
,Жемчужная,O;
",д."",O";
83,По,O;
,словам,O;
,председателя,B-PER;
,политической,O;
,партии,O;
,партии,B-ORG;
,\Альянс Зеленых,I-ORG;
,народная партия,B-ORG;
,Глеба,B-PER;
,Фетисова,B-PER;
,каждое,O;
,пятое,O;
,дело,O;
,является,O;
,победным:,O;
,по,O;
,факту,O;
,обращения,O;
,принимаются,O;
,меры,O;
,вплоть,O;
,до,O;
,закрытия,O;
,заводов,B-FAC;
,и,O;
,приостановления,O;
,деятельности,O;
",предприятий."",B-ORG";
84,РЖД,B-ORG;
,и,O;
,Минобороны,B-ORG;
,России,B-GPE;
,подписали,O;
,договор,B-LAW;
,о,O;
,строительстве,O;
,двухпутной,O;
,электрифицированной,O;
,железной,O;
,дороги,O;
,в,O;
,обход,O;
,Украины,B-GPE;
,на,O;
,участке,O;
,Журавка,B-GPE;
,Воронежская область,I-GPE;
,Миллерово,B-GPE;
,(Ростовская область).,B-GPE;
85,РЖД,B-ORG;
,и,O;
,Минобороны,I-ORG;
,России,B-GPE;
,подписали,O;
,договор,B-LAW;
,о,O;
,строительстве,O;
,ж / д,B-PRODUCT;
,в,O;
,обход,O;
,Украины.,B-GPE;
86,ПМЭФ-2019,B-EVENT;
,Воронежская область,B-GPE;
,и,O;
,Роснефть,B-ORG;
,подписали,O;
,соглашение.,O;
,В,O;
,рамках,O;
,Международного авиационно-космического салона МАКС-2019,B-EVENT;
,состоялось,O;
,подписание,O;
,соглашения,B-LAW;
,о,O;
,сотрудничестве,O;
,между,O;
,Госкорпорацией,B-ORG;
",\Роскосмос\"",I-ORG";
,и,O;
,правительством,B-ORG;
,Воронежской области,B-GPE;
87,По,O;
,словам,O;
,директора,B-PER;
,АИР,B-ORG;
,Алексея,B-PER;
,Антиликаторова,I-PER;
,успешная,O;
,реализация,O;
,реформы,B-LAW;
,невозможна,O;
,без,O;
,изменения,O;
,законодательной базы,B-LAW;
88,В,O;
,ходе,O;
,проверки,O;
,установлено,O;
,что,O;
,08.04.2019,B-DATE;
,между,O;
,администрацией,B-ORG;
,сельского поселения Кротовка,B-GPE;
,муниципального района Кинель-Черкасский Самарской области,I-GPE;
,и,O;
,ПАО,B-ORG;
",\Ростелеком\"",I-ORG";
,заключен,O;
,договор,B-LAW;
,согласно,O;
,которому,O;
,ПАО,B-ORG;
",\""Ростелеком\"",I-ORG";
,поставляет,O;
,в,O;
,пользу,O;
,администрации,B-ORG;
,телекоммуникационное,O;
,оборудование,B-PRODUCT;
,SIP-телефоны,I-PRODUCT;
,общей,O;
,стоимостью,O;
,23700 рублей,B-MONEY;
,а,O;
,также,O;
,оказывает,O;
,услугу,O;
,по,O;
,настройке,O;
,оборудования,O;
,стоимостью,O;
,6000 рублей,B-MONEY;
89,Воронежская область,B-GPE;
,и,O;
,банк,B-ORG;
",\Открытие\"",I-ORG";
,заключили,O;
,соглашение,B-LAW;
,о,O;
",сотрудничестве."",O";
90,Воронежская область,B-GPE;
,и,O;
,ВТБ 24,B-ORG;
,подписали,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
,Центр,B-ORG;
,Интерфакс,I-ORG;
,Россия.,B-GPE;
",\Роснефть\"",B-ORG";
,и,O;
,Воронежская область,B-GPE;
,заключили,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
,в,O;
,развитии,O;
",импортозамещения."",O";
,В,O;
,рамках,O;
,XXIII Петербургского международного экономического форума,B-EVENT;
,ПАО,B-ORG;
,\НК,I-ORG;
",\""Роснефть\"",I-ORG";
,и,O;
,Воронежская область,B-GPE;
,заключили,O;
,соглашение,B-LAW;
,о,O;
,развитии,O;
",импортозамещения."",O";
,Подписи,O;
,под,O;
,документом,O;
,поставили,O;
,Главный исполнительный директор,B-PER;
,ПАО,B-ORG;
,\НК,B-ORG;
",\""Роснефть\"",I-ORG";
,Игорь,B-PER;
,Сечин,I-PER;
,и,O;
,Губернатор,B-PER;
,Воронежской области,B-GPE;
,Александр,B-PER;
",Гусев."",I-PER";
91,Правительство,B-ORG;
,Воронежской области,B-GPE;
,подписало,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
,с,O;
",КУН Восток\"".,B-ORG";
,Как,O;
,отмечается,O;
